data_source,crime_id,atm_id,hour_of_day,day_of_week,amount,distance_from_crime,atm_historical_risk,txns_last_1h,txns_last_6h,nearby_crime_density,withdrawal_frequency,is_withdrawal_location
SYNTHETIC,SYN_CRM_0056,SYN_ATM_0223,18,1,60200.0,3.57,0.53,2,8,3.5,18.5,0
SYNTHETIC,SYN_CRM_0056,SYN_ATM_0224,18,1,60200.0,3.67,0.43,3,11,2.7,24.0,0
SYNTHETIC,SYN_CRM_0057,SYN_ATM_0225,23,3,102400.0,6.44,0.38,5,12,5.8,20.3,0
SYNTHETIC,SYN_CRM_0057,SYN_ATM_0226,23,3,102400.0,15.34,0.83,4,21,3.0,25.7,0
SYNTHETIC,SYN_CRM_0057,SYN_ATM_0227,23,3,102400.0,1.51,0.85,12,33,6.7,50.6,1
SYNTHETIC,SYN_CRM_0057,SYN_ATM_0228,23,3,102400.0,1.86,0.48,5,11,5.2,18.9,0
SYNTHETIC,SYN_CRM_0058,SYN_ATM_0229,6,5,19700.0,6.91,0.3,2,4,1.5,7.0,0
SYNTHETIC,SYN_CRM_0058,SYN_ATM_0230,6,5,19700.0,0.65,0.65,8,23,8.0,30.8,1
SYNTHETIC,SYN_CRM_0058,SYN_ATM_0231,6,5,19700.0,2.88,0.11,0,0,2.7,3.3,0
SYNTHETIC,SYN_CRM_0058,SYN_ATM_0232,6,5,19700.0,3.68,0.34,0,8,1.3,12.0,0
SYNTHETIC,SYN_CRM_0059,SYN_ATM_0233,18,3,176200.0,0.24,0.11,1,1,1.2,2.3,0
SYNTHETIC,SYN_CRM_0059,SYN_ATM_0234,18,3,176200.0,2.29,0.86,11,41,2.8,48.9,1
SYNTHETIC,SYN_CRM_0059,SYN_ATM_0235,18,3,176200.0,2.38,0.43,1,14,2.8,16.2,0
SYNTHETIC,SYN_CRM_0059,SYN_ATM_0236,18,3,176200.0,7.44,0.1,0,3,2.2,6.4,0
SYNTHETIC,SYN_CRM_0060,SYN_ATM_0237,1,2,169500.0,0.14,0.82,9,47,6.1,62.3,1
SYNTHETIC,SYN_CRM_0060,SYN_ATM_0238,1,2,169500.0,3.73,0.25,0,1,2.0,10.7,0
SYNTHETIC,SYN_CRM_0060,SYN_ATM_0239,1,2,169500.0,10.12,0.48,4,31,5.6,47.1,0
SYNTHETIC,SYN_CRM_0060,SYN_ATM_0240,1,2,169500.0,13.49,0.26,2,7,1.3,8.7,0
SYNTHETIC,SYN_CRM_0061,SYN_ATM_0241,23,6,2400.0,8.84,0.49,7,30,3.5,34.7,0
SYNTHETIC,SYN_CRM_0061,SYN_ATM_0242,23,6,2400.0,3.58,0.19,3,12,4.1,16.1,0
SYNTHETIC,SYN_CRM_0061,SYN_ATM_0243,23,6,2400.0,13.72,0.25,1,6,1.5,8.7,0
SYNTHETIC,SYN_CRM_0061,SYN_ATM_0244,23,6,2400.0,0.39,0.78,13,38,10.9,48.9,1
SYNTHETIC,SYN_CRM_0062,SYN_ATM_0245,19,5,149300.0,16.15,0.04,1,5,0.7,11.1,0
SYNTHETIC,SYN_CRM_0062,SYN_ATM_0246,19,5,149300.0,2.41,0.26,1,4,4.0,7.1,0
SYNTHETIC,SYN_CRM_0062,SYN_ATM_0247,19,5,149300.0,0.67,0.61,9,26,3.6,34.4,1
SYNTHETIC,SYN_CRM_0062,SYN_ATM_0248,19,5,149300.0,9.15,0.59,6,20,5.3,29.9,0
SYNTHETIC,SYN_CRM_0063,SYN_ATM_0249,4,3,367200.0,8.87,0.26,2,2,0.8,3.0,0
SYNTHETIC,SYN_CRM_0063,SYN_ATM_0250,4,3,367200.0,0.81,0.58,11,34,8.8,57.3,1
SYNTHETIC,SYN_CRM_0063,SYN_ATM_0251,4,3,367200.0,1.13,0.14,3,5,3.1,7.1,0
SYNTHETIC,SYN_CRM_0063,SYN_ATM_0252,4,3,367200.0,16.12,0.21,1,1,0.2,8.1,0
SYNTHETIC,SYN_CRM_0064,SYN_ATM_0253,18,3,365600.0,6.72,0.48,9,16,2.1,29.8,0
SYNTHETIC,SYN_CRM_0064,SYN_ATM_0254,18,3,365600.0,5.07,0.34,3,13,3.8,25.3,0
SYNTHETIC,SYN_CRM_0064,SYN_ATM_0255,18,3,365600.0,2.41,0.21,0,3,1.0,5.2,0
SYNTHETIC,SYN_CRM_0064,SYN_ATM_0256,18,3,365600.0,1.54,0.62,2,19,6.1,31.1,1
SYNTHETIC,SYN_CRM_0065,SYN_ATM_0257,19,3,392500.0,1.14,0.24,1,10,1.8,17.7,0
SYNTHETIC,SYN_CRM_0065,SYN_ATM_0258,19,3,392500.0,0.1,0.46,15,43,6.2,48.2,1
SYNTHETIC,SYN_CRM_0065,SYN_ATM_0259,19,3,392500.0,12.43,0.34,2,8,2.1,9.1,0
SYNTHETIC,SYN_CRM_0065,SYN_ATM_0260,19,3,392500.0,2.27,0.38,1,4,1.5,8.5,0
SYNTHETIC,SYN_CRM_0066,SYN_ATM_0261,13,0,36500.0,11.35,0.07,0,6,2.3,7.9,0
SYNTHETIC,SYN_CRM_0066,SYN_ATM_0262,13,0,36500.0,10.4,0.04,1,9,1.3,13.0,0
SYNTHETIC,SYN_CRM_0066,SYN_ATM_0263,13,0,36500.0,4.0,0.41,9,29,4.6,44.9,0
SYNTHETIC,SYN_CRM_0066,SYN_ATM_0264,13,0,36500.0,2.72,0.47,2,11,3.7,12.6,0
SYNTHETIC,SYN_CRM_0067,SYN_ATM_0265,8,3,157400.0,2.34,0.53,17,36,7.4,46.5,1
SYNTHETIC,SYN_CRM_0067,SYN_ATM_0266,8,3,157400.0,2.69,0.33,1,9,2.2,12.7,0
SYNTHETIC,SYN_CRM_0067,SYN_ATM_0267,8,3,157400.0,5.52,0.38,5,18,4.5,23.2,0
SYNTHETIC,SYN_CRM_0067,SYN_ATM_0268,8,3,157400.0,0.15,0.04,0,1,1.6,4.4,0
SYNTHETIC,SYN_CRM_0068,SYN_ATM_0269,18,6,417200.0,3.86,0.3,3,11,0.8,18.8,0
SYNTHETIC,SYN_CRM_0068,SYN_ATM_0270,18,6,417200.0,8.6,0.17,0,5,4.4,14.4,0
SYNTHETIC,SYN_CRM_0068,SYN_ATM_0271,18,6,417200.0,0.14,0.81,8,21,6.3,42.1,1
SYNTHETIC,SYN_CRM_0068,SYN_ATM_0272,18,6,417200.0,5.62,0.32,0,1,2.8,4.5,0
SYNTHETIC,SYN_CRM_0069,SYN_ATM_0273,6,0,333400.0,1.4,0.79,11,32,4.3,44.5,1
SYNTHETIC,SYN_CRM_0069,SYN_ATM_0274,6,0,333400.0,9.9,0.14,1,8,1.1,12.2,0
SYNTHETIC,SYN_CRM_0069,SYN_ATM_0275,6,0,333400.0,15.15,0.08,1,7,2.8,8.8,0
SYNTHETIC,SYN_CRM_0069,SYN_ATM_0276,6,0,333400.0,10.14,0.53,3,21,4.2,31.3,0
SYNTHETIC,SYN_CRM_0070,SYN_ATM_0277,5,2,416300.0,8.19,0.59,8,17,1.8,26.6,0
SYNTHETIC,SYN_CRM_0070,SYN_ATM_0278,5,2,416300.0,2.05,0.48,7,21,8.5,32.2,1
SYNTHETIC,SYN_CRM_0070,SYN_ATM_0279,5,2,416300.0,1.09,0.1,2,4,3.0,9.2,0
SYNTHETIC,SYN_CRM_0070,SYN_ATM_0280,5,2,416300.0,6.72,0.39,2,18,2.1,24.1,0
SYNTHETIC,SYN_CRM_0071,SYN_ATM_0281,21,1,145500.0,1.85,0.67,6,25,6.2,48.7,1
SYNTHETIC,SYN_CRM_0071,SYN_ATM_0282,21,1,145500.0,6.73,0.25,2,10,3.9,19.7,0
SYNTHETIC,SYN_CRM_0071,SYN_ATM_0283,21,1,145500.0,1.48,0.17,1,2,3.8,9.4,0
SYNTHETIC,SYN_CRM_0071,SYN_ATM_0284,21,1,145500.0,1.96,0.05,0,7,2.0,11.5,0
SYNTHETIC,SYN_CRM_0072,SYN_ATM_0285,17,0,6500.0,3.61,0.27,0,4,2.0,7.7,0
SYNTHETIC,SYN_CRM_0072,SYN_ATM_0286,17,0,6500.0,0.1,0.83,5,26,6.9,43.9,1
SYNTHETIC,SYN_CRM_0072,SYN_ATM_0287,17,0,6500.0,0.65,0.23,0,1,2.7,1.7,0
SYNTHETIC,SYN_CRM_0072,SYN_ATM_0288,17,0,6500.0,9.49,0.04,3,13,2.8,14.8,0
SYNTHETIC,SYN_CRM_0073,SYN_ATM_0289,11,3,142500.0,0.1,0.8,12,35,6.1,59.4,1
SYNTHETIC,SYN_CRM_0073,SYN_ATM_0290,11,3,142500.0,1.03,0.18,1,4,1.9,5.8,0
SYNTHETIC,SYN_CRM_0073,SYN_ATM_0291,11,3,142500.0,3.0,0.12,2,9,1.7,13.6,0
SYNTHETIC,SYN_CRM_0073,SYN_ATM_0292,11,3,142500.0,13.69,0.17,0,3,1.2,10.2,0
SYNTHETIC,SYN_CRM_0074,SYN_ATM_0293,9,6,175500.0,8.4,0.65,3,23,3.3,31.8,0
SYNTHETIC,SYN_CRM_0074,SYN_ATM_0294,9,6,175500.0,0.97,0.67,7,35,7.4,43.1,1
SYNTHETIC,SYN_CRM_0074,SYN_ATM_0295,9,6,175500.0,1.96,0.04,0,3,1.1,4.4,0
SYNTHETIC,SYN_CRM_0074,SYN_ATM_0296,9,6,175500.0,9.7,0.67,3,15,5.4,24.3,0
SYNTHETIC,SYN_CRM_0075,SYN_ATM_0297,14,4,157400.0,0.96,0.2,2,7,2.0,7.6,0
SYNTHETIC,SYN_CRM_0075,SYN_ATM_0298,14,4,157400.0,10.5,0.33,0,5,0.2,12.0,0
SYNTHETIC,SYN_CRM_0075,SYN_ATM_0299,14,4,157400.0,9.55,0.44,6,22,4.5,29.1,0
SYNTHETIC,SYN_CRM_0075,SYN_ATM_0300,14,4,157400.0,5.93,0.66,5,12,5.7,23.2,0
SYNTHETIC,SYN_CRM_0076,SYN_ATM_0301,7,0,52600.0,8.18,0.34,6,15,3.2,27.8,0
SYNTHETIC,SYN_CRM_0076,SYN_ATM_0302,7,0,52600.0,11.87,0.24,1,12,1.4,13.3,0
SYNTHETIC,SYN_CRM_0076,SYN_ATM_0303,7,0,52600.0,6.53,0.52,5,12,3.6,21.1,0
SYNTHETIC,SYN_CRM_0076,SYN_ATM_0304,7,0,52600.0,4.0,0.4,7,15,2.3,26.6,0
SYNTHETIC,SYN_CRM_0077,SYN_ATM_0305,15,4,39400.0,2.32,0.17,0,6,4.1,9.6,0
SYNTHETIC,SYN_CRM_0077,SYN_ATM_0306,15,4,39400.0,13.51,0.19,1,4,2.9,5.9,0
SYNTHETIC,SYN_CRM_0077,SYN_ATM_0307,15,4,39400.0,0.87,0.81,7,35,8.0,54.1,1
SYNTHETIC,SYN_CRM_0077,SYN_ATM_0308,15,4,39400.0,10.76,0.8,6,17,5.5,31.2,0
SYNTHETIC,SYN_CRM_0078,SYN_ATM_0309,18,2,49300.0,1.01,0.57,7,37,5.8,46.2,1
SYNTHETIC,SYN_CRM_0078,SYN_ATM_0310,18,2,49300.0,9.2,0.61,7,19,5.4,30.7,0
SYNTHETIC,SYN_CRM_0078,SYN_ATM_0311,18,2,49300.0,0.67,0.21,1,8,2.4,11.9,0
SYNTHETIC,SYN_CRM_0078,SYN_ATM_0312,18,2,49300.0,12.78,0.29,4,9,0.8,11.4,0
SYNTHETIC,SYN_CRM_0079,SYN_ATM_0313,18,1,290600.0,5.68,0.43,4,13,4.6,22.3,0
SYNTHETIC,SYN_CRM_0079,SYN_ATM_0314,18,1,290600.0,1.19,0.2,1,5,1.3,7.1,0
SYNTHETIC,SYN_CRM_0079,SYN_ATM_0315,18,1,290600.0,6.28,0.15,1,5,1.5,13.7,0
SYNTHETIC,SYN_CRM_0079,SYN_ATM_0316,18,1,290600.0,1.74,0.14,2,8,2.6,9.3,0
SYNTHETIC,SYN_CRM_0080,SYN_ATM_0317,12,2,15900.0,1.27,0.17,0,5,1.1,7.1,0
SYNTHETIC,SYN_CRM_0080,SYN_ATM_0318,12,2,15900.0,1.66,0.72,7,24,2.1,33.2,1
SYNTHETIC,SYN_CRM_0080,SYN_ATM_0319,12,2,15900.0,4.99,0.42,2,6,3.0,10.6,0
SYNTHETIC,SYN_CRM_0080,SYN_ATM_0320,12,2,15900.0,2.01,0.2,1,3,4.0,10.6,0
SYNTHETIC,SYN_CRM_0081,SYN_ATM_0321,1,6,116200.0,1.32,0.23,0,2,4.7,6.2,0
SYNTHETIC,SYN_CRM_0081,SYN_ATM_0322,1,6,116200.0,1.11,0.58,20,39,5.4,65.4,1
SYNTHETIC,SYN_CRM_0081,SYN_ATM_0323,1,6,116200.0,12.16,0.11,3,9,0.7,16.8,0
SYNTHETIC,SYN_CRM_0081,SYN_ATM_0324,1,6,116200.0,3.0,0.3,2,7,1.9,15.0,0
SYNTHETIC,SYN_CRM_0082,SYN_ATM_0325,15,5,172100.0,5.19,0.19,2,5,1.5,13.2,0
SYNTHETIC,SYN_CRM_0082,SYN_ATM_0326,15,5,172100.0,7.88,0.43,7,16,5.6,20.0,0
SYNTHETIC,SYN_CRM_0082,SYN_ATM_0327,15,5,172100.0,1.21,0.04,1,2,2.9,7.1,0
SYNTHETIC,SYN_CRM_0082,SYN_ATM_0328,15,5,172100.0,1.41,0.64,9,27,10.0,48.0,1
SYNTHETIC,SYN_CRM_0083,SYN_ATM_0329,18,1,40800.0,13.4,0.36,4,9,1.4,17.2,0
SYNTHETIC,SYN_CRM_0083,SYN_ATM_0330,18,1,40800.0,8.73,0.38,1,5,2.2,9.8,0
SYNTHETIC,SYN_CRM_0083,SYN_ATM_0331,18,1,40800.0,0.57,0.85,8,30,5.0,47.8,1
SYNTHETIC,SYN_CRM_0083,SYN_ATM_0332,18,1,40800.0,1.77,0.21,3,8,3.8,10.3,0
SYNTHETIC,SYN_CRM_0084,SYN_ATM_0333,14,3,253700.0,11.16,0.06,1,6,1.2,9.5,0
SYNTHETIC,SYN_CRM_0084,SYN_ATM_0334,14,3,253700.0,7.84,0.32,3,11,2.8,15.3,0
SYNTHETIC,SYN_CRM_0084,SYN_ATM_0335,14,3,253700.0,10.43,0.62,2,19,6.5,23.3,0
SYNTHETIC,SYN_CRM_0084,SYN_ATM_0336,14,3,253700.0,5.87,0.5,6,14,5.2,20.6,0
SYNTHETIC,SYN_CRM_0085,SYN_ATM_0337,12,3,432800.0,10.14,0.21,1,6,0.4,9.7,0
SYNTHETIC,SYN_CRM_0085,SYN_ATM_0338,12,3,432800.0,1.01,0.73,9,25,4.8,33.9,1
SYNTHETIC,SYN_CRM_0085,SYN_ATM_0339,12,3,432800.0,1.5,0.52,3,12,3.8,16.4,0
SYNTHETIC,SYN_CRM_0085,SYN_ATM_0340,12,3,432800.0,4.94,0.15,1,12,4.4,20.8,0
SYNTHETIC,SYN_CRM_0086,SYN_ATM_0341,15,5,89000.0,1.85,0.25,0,0,4.0,2.9,0
SYNTHETIC,SYN_CRM_0086,SYN_ATM_0342,15,5,89000.0,10.94,0.61,8,30,8.0,34.6,0
SYNTHETIC,SYN_CRM_0086,SYN_ATM_0343,15,5,89000.0,6.86,0.25,2,7,2.2,11.9,0
SYNTHETIC,SYN_CRM_0086,SYN_ATM_0344,15,5,89000.0,0.34,0.76,11,27,6.1,47.9,1
SYNTHETIC,SYN_CRM_0087,SYN_ATM_0345,16,1,119300.0,4.12,0.39,5,18,2.4,30.2,0
SYNTHETIC,SYN_CRM_0087,SYN_ATM_0346,16,1,119300.0,2.63,0.55,11,35,5.9,58.1,1
SYNTHETIC,SYN_CRM_0087,SYN_ATM_0347,16,1,119300.0,14.66,0.29,2,3,1.7,12.4,0
SYNTHETIC,SYN_CRM_0087,SYN_ATM_0348,16,1,119300.0,12.35,0.04,5,15,0.6,17.4,0
SYNTHETIC,SYN_CRM_0088,SYN_ATM_0349,17,6,18300.0,10.46,0.21,1,5,2.5,9.1,0
SYNTHETIC,SYN_CRM_0088,SYN_ATM_0350,17,6,18300.0,5.11,0.39,5,26,7.0,31.2,0
SYNTHETIC,SYN_CRM_0088,SYN_ATM_0351,17,6,18300.0,0.37,0.59,6,34,5.3,40.1,1
SYNTHETIC,SYN_CRM_0088,SYN_ATM_0352,17,6,18300.0,6.08,0.4,6,18,5.3,35.9,0
SYNTHETIC,SYN_CRM_0089,SYN_ATM_0353,15,0,434600.0,5.98,0.53,6,21,4.2,36.2,0
SYNTHETIC,SYN_CRM_0089,SYN_ATM_0354,15,0,434600.0,9.05,0.26,0,8,0.7,10.7,0
SYNTHETIC,SYN_CRM_0089,SYN_ATM_0355,15,0,434600.0,9.53,0.3,1,6,0.2,15.5,0
SYNTHETIC,SYN_CRM_0089,SYN_ATM_0356,15,0,434600.0,0.1,0.37,3,36,4.1,63.8,1
SYNTHETIC,SYN_CRM_0090,SYN_ATM_0357,8,1,176700.0,0.91,0.6,9,44,5.7,67.4,1
SYNTHETIC,SYN_CRM_0090,SYN_ATM_0358,8,1,176700.0,3.59,0.3,3,13,2.9,22.0,0
SYNTHETIC,SYN_CRM_0090,SYN_ATM_0359,8,1,176700.0,6.65,0.23,0,4,0.4,12.1,0
SYNTHETIC,SYN_CRM_0090,SYN_ATM_0360,8,1,176700.0,5.29,0.43,3,11,3.3,13.9,0
SYNTHETIC,SYN_CRM_0091,SYN_ATM_0361,15,2,312100.0,9.71,0.65,7,31,4.8,48.4,0
SYNTHETIC,SYN_CRM_0091,SYN_ATM_0362,15,2,312100.0,0.95,0.31,0,0,5.1,6.4,0
SYNTHETIC,SYN_CRM_0091,SYN_ATM_0363,15,2,312100.0,7.82,0.18,3,11,1.1,20.5,0
SYNTHETIC,SYN_CRM_0091,SYN_ATM_0364,15,2,312100.0,6.24,0.12,3,12,5.5,21.0,0
SYNTHETIC,SYN_CRM_0092,SYN_ATM_0365,21,4,53900.0,9.43,0.14,1,7,2.1,14.2,0
SYNTHETIC,SYN_CRM_0092,SYN_ATM_0366,21,4,53900.0,1.17,0.27,1,6,1.7,7.0,0
SYNTHETIC,SYN_CRM_0092,SYN_ATM_0367,21,4,53900.0,9.63,0.22,2,13,0.5,18.2,0
SYNTHETIC,SYN_CRM_0092,SYN_ATM_0368,21,4,53900.0,7.0,0.52,1,18,4.0,30.8,0
SYNTHETIC,SYN_CRM_0093,SYN_ATM_0369,18,1,68000.0,0.38,0.99,10,24,7.9,41.1,1
SYNTHETIC,SYN_CRM_0093,SYN_ATM_0370,18,1,68000.0,6.22,0.5,2,9,4.0,10.9,0
SYNTHETIC,SYN_CRM_0093,SYN_ATM_0371,18,1,68000.0,6.1,0.59,3,13,3.4,23.2,0
SYNTHETIC,SYN_CRM_0093,SYN_ATM_0372,18,1,68000.0,1.9,0.19,1,6,1.6,6.9,0
SYNTHETIC,SYN_CRM_0094,SYN_ATM_0373,16,6,23300.0,0.82,0.92,8,34,5.7,45.0,1
SYNTHETIC,SYN_CRM_0094,SYN_ATM_0374,16,6,23300.0,9.82,0.27,0,7,1.0,13.8,0
SYNTHETIC,SYN_CRM_0094,SYN_ATM_0375,16,6,23300.0,7.53,0.2,1,4,2.3,8.9,0
SYNTHETIC,SYN_CRM_0094,SYN_ATM_0376,16,6,23300.0,10.34,0.22,1,2,1.9,3.3,0
SYNTHETIC,SYN_CRM_0095,SYN_ATM_0377,12,4,65400.0,1.8,0.5,12,39,4.5,64.2,1
SYNTHETIC,SYN_CRM_0095,SYN_ATM_0378,12,4,65400.0,5.89,0.85,5,15,5.8,31.5,0
SYNTHETIC,SYN_CRM_0095,SYN_ATM_0379,12,4,65400.0,3.58,0.22,4,18,4.6,31.7,0
SYNTHETIC,SYN_CRM_0095,SYN_ATM_0380,12,4,65400.0,8.33,0.46,4,13,4.0,27.0,0
SYNTHETIC,SYN_CRM_0096,SYN_ATM_0381,17,6,118400.0,1.86,0.81,7,13,2.9,17.3,1
SYNTHETIC,SYN_CRM_0096,SYN_ATM_0382,17,6,118400.0,1.18,0.07,1,5,1.5,9.7,0
SYNTHETIC,SYN_CRM_0096,SYN_ATM_0383,17,6,118400.0,1.76,0.19,2,6,4.0,13.1,0
SYNTHETIC,SYN_CRM_0096,SYN_ATM_0384,17,6,118400.0,1.56,0.35,1,9,4.8,12.7,0
SYNTHETIC,SYN_CRM_0097,SYN_ATM_0385,13,4,163200.0,2.27,0.23,2,3,2.4,5.8,0
SYNTHETIC,SYN_CRM_0097,SYN_ATM_0386,13,4,163200.0,6.77,0.48,4,13,1.7,18.3,0
SYNTHETIC,SYN_CRM_0097,SYN_ATM_0387,13,4,163200.0,1.05,0.48,15,35,5.3,49.6,1
SYNTHETIC,SYN_CRM_0097,SYN_ATM_0388,13,4,163200.0,4.1,0.25,1,10,3.9,12.2,0
SYNTHETIC,SYN_CRM_0098,SYN_ATM_0389,19,0,50400.0,1.76,0.97,11,35,7.0,47.6,1
SYNTHETIC,SYN_CRM_0098,SYN_ATM_0390,19,0,50400.0,9.71,0.14,0,9,2.3,16.0,0
SYNTHETIC,SYN_CRM_0098,SYN_ATM_0391,19,0,50400.0,6.03,0.23,1,3,2.6,11.5,0
SYNTHETIC,SYN_CRM_0098,SYN_ATM_0392,19,0,50400.0,8.57,0.24,2,7,1.3,15.6,0
SYNTHETIC,SYN_CRM_0099,SYN_ATM_0393,19,1,394200.0,0.15,0.18,1,3,4.1,4.8,0
SYNTHETIC,SYN_CRM_0099,SYN_ATM_0394,19,1,394200.0,4.63,0.4,5,13,4.7,23.4,0
SYNTHETIC,SYN_CRM_0099,SYN_ATM_0395,19,1,394200.0,0.86,0.99,6,29,8.2,45.5,1
SYNTHETIC,SYN_CRM_0099,SYN_ATM_0396,19,1,394200.0,2.07,0.19,3,6,2.4,12.8,0
SYNTHETIC,SYN_CRM_0100,SYN_ATM_0397,16,4,115800.0,0.81,0.82,12,24,6.0,43.6,1
SYNTHETIC,SYN_CRM_0100,SYN_ATM_0398,16,4,115800.0,3.0,0.14,3,10,1.5,18.2,0
SYNTHETIC,SYN_CRM_0100,SYN_ATM_0399,16,4,115800.0,7.42,0.65,6,19,6.1,28.1,0
SYNTHETIC,SYN_CRM_0100,SYN_ATM_0400,16,4,115800.0,3.07,0.04,1,3,0.7,8.9,0
SYNTHETIC,SYN_CRM_0101,SYN_ATM_0401,18,5,188800.0,6.15,0.16,3,14,3.3,25.6,0
SYNTHETIC,SYN_CRM_0101,SYN_ATM_0402,18,5,188800.0,5.34,0.44,2,13,4.8,18.9,0
SYNTHETIC,SYN_CRM_0101,SYN_ATM_0403,18,5,188800.0,1.08,0.6,6,28,7.2,52.4,1
SYNTHETIC,SYN_CRM_0101,SYN_ATM_0404,18,5,188800.0,10.08,0.7,6,21,2.6,37.3,0
SYNTHETIC,SYN_CRM_0102,SYN_ATM_0405,15,6,143600.0,10.51,0.33,0,2,0.2,9.3,0
SYNTHETIC,SYN_CRM_0102,SYN_ATM_0406,15,6,143600.0,1.26,0.75,8,27,4.4,46.2,1
SYNTHETIC,SYN_CRM_0102,SYN_ATM_0407,15,6,143600.0,8.7,0.4,3,3,2.3,4.3,0
SYNTHETIC,SYN_CRM_0102,SYN_ATM_0408,15,6,143600.0,1.49,0.14,2,5,1.7,5.8,0
SYNTHETIC,SYN_CRM_0103,SYN_ATM_0409,9,2,467600.0,14.7,0.22,4,8,1.9,13.3,0
SYNTHETIC,SYN_CRM_0103,SYN_ATM_0410,9,2,467600.0,1.4,0.7,18,45,7.5,59.9,1
SYNTHETIC,SYN_CRM_0103,SYN_ATM_0411,9,2,467600.0,5.36,0.56,4,26,3.9,40.3,0
SYNTHETIC,SYN_CRM_0103,SYN_ATM_0412,9,2,467600.0,9.41,0.39,2,7,0.7,16.9,0
SYNTHETIC,SYN_CRM_0104,SYN_ATM_0413,9,0,100300.0,0.39,0.86,5,25,7.2,31.6,1
SYNTHETIC,SYN_CRM_0104,SYN_ATM_0414,9,0,100300.0,4.24,0.43,2,12,3.3,16.7,0
SYNTHETIC,SYN_CRM_0104,SYN_ATM_0415,9,0,100300.0,1.74,0.33,1,7,3.6,12.2,0
SYNTHETIC,SYN_CRM_0104,SYN_ATM_0416,9,0,100300.0,1.97,0.04,0,3,3.6,5.6,0
SYNTHETIC,SYN_CRM_0105,SYN_ATM_0417,19,3,5600.0,6.75,0.62,4,18,1.5,24.5,0
SYNTHETIC,SYN_CRM_0105,SYN_ATM_0418,19,3,5600.0,0.36,0.78,13,41,6.9,56.9,1
SYNTHETIC,SYN_CRM_0105,SYN_ATM_0419,19,3,5600.0,4.61,0.32,0,7,2.7,20.7,0
SYNTHETIC,SYN_CRM_0105,SYN_ATM_0420,19,3,5600.0,6.72,0.41,3,4,2.1,7.9,0
SYNTHETIC,SYN_CRM_0106,SYN_ATM_0421,18,3,91400.0,1.48,0.72,7,43,5.7,53.4,1
SYNTHETIC,SYN_CRM_0106,SYN_ATM_0422,18,3,91400.0,0.17,0.14,1,6,3.2,9.9,0
SYNTHETIC,SYN_CRM_0106,SYN_ATM_0423,18,3,91400.0,3.87,0.24,4,14,0.9,24.6,0
SYNTHETIC,SYN_CRM_0106,SYN_ATM_0424,18,3,91400.0,5.19,0.4,4,11,2.6,19.6,0
SYNTHETIC,SYN_CRM_0107,SYN_ATM_0425,14,4,41500.0,4.0,0.6,6,22,3.7,38.0,0
SYNTHETIC,SYN_CRM_0107,SYN_ATM_0426,14,4,41500.0,1.01,0.49,9,26,6.3,52.9,1
SYNTHETIC,SYN_CRM_0107,SYN_ATM_0427,14,4,41500.0,2.23,0.35,2,11,2.2,20.8,0
SYNTHETIC,SYN_CRM_0107,SYN_ATM_0428,14,4,41500.0,0.49,0.3,2,4,4.2,4.6,0
SYNTHETIC,SYN_CRM_0108,SYN_ATM_0429,21,4,182200.0,1.11,0.6,12,25,6.0,38.1,1
SYNTHETIC,SYN_CRM_0108,SYN_ATM_0430,21,4,182200.0,4.42,0.48,2,11,3.7,18.7,0
SYNTHETIC,SYN_CRM_0108,SYN_ATM_0431,21,4,182200.0,12.1,0.55,6,28,5.8,43.4,0
SYNTHETIC,SYN_CRM_0108,SYN_ATM_0432,21,4,182200.0,4.92,0.54,4,11,2.7,20.7,0
SYNTHETIC,SYN_CRM_0109,SYN_ATM_0433,14,2,23300.0,8.37,0.39,3,17,3.9,29.9,0
SYNTHETIC,SYN_CRM_0109,SYN_ATM_0434,14,2,23300.0,9.93,0.12,2,3,2.6,7.1,0
SYNTHETIC,SYN_CRM_0109,SYN_ATM_0435,14,2,23300.0,12.47,0.14,0,3,2.2,5.4,0
SYNTHETIC,SYN_CRM_0109,SYN_ATM_0436,14,2,23300.0,1.39,0.92,11,46,9.6,54.6,1
SYNTHETIC,SYN_CRM_0110,SYN_ATM_0437,12,6,75600.0,1.21,0.57,2,29,3.9,45.7,1
SYNTHETIC,SYN_CRM_0110,SYN_ATM_0438,12,6,75600.0,12.32,0.41,0,5,0.9,14.3,0
SYNTHETIC,SYN_CRM_0110,SYN_ATM_0439,12,6,75600.0,4.94,0.14,2,2,2.2,7.3,0
SYNTHETIC,SYN_CRM_0110,SYN_ATM_0440,12,6,75600.0,4.94,0.89,6,18,3.7,35.5,0
SYNTHETIC,SYN_CRM_0111,SYN_ATM_0441,22,3,96600.0,3.26,0.34,1,11,3.0,21.4,0
SYNTHETIC,SYN_CRM_0111,SYN_ATM_0442,22,3,96600.0,1.94,0.24,0,0,2.2,1.8,0
SYNTHETIC,SYN_CRM_0111,SYN_ATM_0443,22,3,96600.0,0.14,0.67,4,17,5.9,43.6,1
SYNTHETIC,SYN_CRM_0111,SYN_ATM_0444,22,3,96600.0,1.0,0.11,0,3,0.4,6.7,0
SYNTHETIC,SYN_CRM_0112,SYN_ATM_0445,0,0,4600.0,11.53,0.04,1,11,1.4,13.4,0
SYNTHETIC,SYN_CRM_0112,SYN_ATM_0446,0,0,4600.0,1.57,0.59,5,30,6.3,50.2,1
